HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,226.5032194290984,226.89917256281927,0.0,0.0,113.63878232106288
1,228.81719444537697,228.87922991239157,0.0,0.0,113.63878232106288
2,239.56594071077154,239.62430058992564,0.0,0.0,113.63878232106288
3,270.5145731374338,270.47584519019705,0.0,0.0,113.63878232106288
4,315.05692487110025,315.29141382070674,0.0,0.0,113.63878232106288
5,349.2680102819646,347.73279806283665,0.0,0.0,113.63878232106288
6,391.606030460536,378.505809783935,0.0,0.0,113.63878232106288
7,493.1153187952716,422.9817052987919,0.0,0.0,113.63878232106288
8,633.7886133303568,475.6840151273285,0.0,0.0,113.63878232106288
9,746.3500783635243,536.3717536926258,0.0,0.0,113.63878232106288
10,825.8244640598786,599.8018860450156,0.0,0.0,113.63878232106288
11,877.656931910019,646.6777285062352,0.0,0.0,113.63878232106288
12,898.6559009771214,667.3836473318261,0.0,0.0,113.63878232106288
13,903.3213352481046,672.1405847989596,0.0,0.0,113.63878232106288
14,903.1229367310932,671.9444489112263,0.0,0.0,113.63878232106288
15,899.1062341448883,667.8854810274564,0.0,0.0,113.63878232106288
16,857.5156902444779,660.6753883361812,0.0,0.0,113.63878232106288
17,775.1159893635117,645.3565248342654,0.0,0.0,113.63878232106288
18,682.8539674254637,602.8307574345507,0.0,0.0,113.63878232106288
19,583.5635144463859,534.8773175753076,0.0,0.0,113.63878232106288
20,468.78997370109903,446.2697953444259,0.0,0.0,113.63878232106288
21,352.3983817264978,347.53261184692394,0.0,0.0,113.63878232106288
22,271.0443854204097,273.47169215862516,0.0,0.0,113.63878232106288
23,235.2718913929728,237.26221231313824,0.0,0.0,113.63878232106288
