HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,2961.6974311915837,2787.396240234379,0.0,0.0,675.7617231133344
1,2946.5794504684263,2787.3962402343764,0.0,0.0,675.7617231133344
2,2898.55762934772,2787.396240234353,0.0,0.0,675.7617231133344
3,2961.706330631995,2796.5780123197324,0.0,0.0,675.7617231133344
4,3423.4320269471295,2885.640455979571,0.0,0.0,675.7617231133344
5,4722.184466482546,3183.5981304462093,0.0,0.0,675.7617231133344
6,6615.885901206429,3692.293210543117,0.0,0.0,675.7617231133344
7,8105.3607004684345,4180.130948580243,0.0,0.0,675.7617231133344
8,8881.258216594819,4509.380544809194,0.0,0.0,675.7617231133344
9,9223.293916314928,4653.047083928027,0.0,0.0,675.7617231133344
10,9314.337814857197,4685.364877554087,0.0,0.0,675.7617231133344
11,9310.922603680227,4677.173691969653,0.0,0.0,675.7617231133344
12,9206.358292736752,4560.561075063875,0.0,0.0,675.7617231133344
13,9008.694939273511,4329.513831505412,0.0,0.0,675.7617231133344
14,8585.020377791214,4012.7758742112387,0.0,0.0,675.7617231133344
15,7757.659357414376,3647.27083176833,0.0,0.0,675.7617231133344
16,6504.070708176201,3243.8927823580316,0.0,0.0,675.7617231133344
17,5120.794128651812,2952.6200538048406,0.0,0.0,675.7617231133344
18,4168.6386157506895,2835.1027620755717,0.0,0.0,675.7617231133344
19,3705.1455686137665,2796.80321796124,0.0,0.0,675.7617231133344
20,3507.6473683324593,2788.1763258713977,0.0,0.0,675.7617231133344
21,3393.777271723864,2787.39624023438,0.0,0.0,675.7617231133344
22,3186.1025643184385,2787.396240234374,0.0,0.0,675.7617231133344
23,2970.22512665384,2787.396240234372,0.0,0.0,675.7617231133344
