HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,6928.050796216397,6928.089970515332,0.0,0.0,117.0144185437128
1,6924.139992666391,6923.555387056784,0.0,0.0,117.0144185437128
2,6924.869206103264,6920.485497107837,0.0,0.0,117.0144185437128
3,6936.011537281659,6920.556588979894,0.0,0.0,117.0144185437128
4,7001.180422728077,6954.531827486483,0.0,0.0,117.0144185437128
5,7124.911841849212,6987.490361140306,0.0,0.0,117.0144185437128
6,7324.833969408747,7009.905278132501,0.0,0.0,117.0144185437128
7,7583.706447557442,7035.988675631031,0.0,0.0,117.0144185437128
8,7860.906227550264,7101.046893780056,0.0,0.0,117.0144185437128
9,8032.523033405127,7153.770334097044,0.0,0.0,117.0144185437128
10,8089.840672518537,7174.674015925478,0.0,0.0,117.0144185437128
11,8138.621020788403,7215.669752854567,0.0,0.0,117.0144185437128
12,8152.626129968847,7237.06595552889,0.0,0.0,117.0144185437128
13,8139.13928550046,7264.077162522535,0.0,0.0,117.0144185437128
14,8069.854492187452,7279.605600210331,0.0,0.0,117.0144185437128
15,7875.020683668561,7232.671076847955,0.0,0.0,117.0144185437128
16,7626.846945342467,7190.7493661733915,0.0,0.0,117.0144185437128
17,7361.527244597096,7134.8325805664,0.0,0.0,117.0144185437128
18,7183.184040873403,7095.061974158644,0.0,0.0,117.0144185437128
19,7111.088399485093,7078.974853515621,0.0,0.0,117.0144185437128
20,7052.518565912399,7037.915982759922,0.0,0.0,117.0144185437128
21,7006.71365578606,7001.1868520883345,0.0,0.0,117.0144185437128
22,6962.731555690266,6961.871971717234,0.0,0.0,117.0144185437128
23,6931.56389936549,6931.738746056182,0.0,0.0,117.0144185437128
